,Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes,DD_from_first_detection,gen_from_first_detection,DD_from_last_detection,gen_from_last_detection
571,178,RS0P70005371,2023-12-18,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,McPhail,,,,,,,932.2861790073824,1.49,9.47,0.02
572,177,RS0P70005372,2023-12-18,,2024,Redlands,San Bernardino,CA,34.04,-117.19,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,942.151785471776,1.51,9.44,0.02
573,176,RS0P70005373,2023-12-18,,2024,Redlands,San Bernardino,CA,34.04,-117.18,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,932.2861790073824,1.49,9.47,0.02
574,175,RS0P70005374,2023-12-18,,2024,Yucaipa,San Bernardino,CA,34.03,-117.11,OFF,Bactrocera dorsalis,Shade Tree,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,897.6657177725167,1.44,9.33,0.01
575,174,RS0P70005375,2023-12-18,,2024,San Bernardino,San Bernardino,CA,34.09,-117.31,OFF,Bactrocera dorsalis,Peach,1.0,,,,,Adult,Quarantine,2 - Moderate,,23CA-BER01.01.07,23CA-BER01.01,OFF,,,,,,,995.3043646718199,1.59,33.27,0.05
576,173,RS0P70005264,2023-12-15,,2024,Redlands,San Bernardino,CA,34.06,-117.16,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,906.8770926068362,1.45,6.21,0.01
577,172,RS0P70005210,2023-12-15,,2024,Redlands,San Bernardino,CA,34.56,-117.15,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,646.9758456815882,1.04,3.32,0.01
578,171,RS0P70005209,2023-12-14,,2024,Loma Linda,San Bernardino,CA,34.04,-117.24,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,918.6104473813743,1.47,9.51,0.02
579,170,RS0P50040680,2023-12-13,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,,,,1.0,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,862.790514809529,1.38,5.0,0.01
580,169,RS0P50040542,2023-12-13,,2024,Redlands,San Bernardino,CA,34.05,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,862.790514809529,1.38,5.0,0.01
581,168,RS0P70005208,2023-12-13,,2024,Redlands,San Bernardino,CA,34.05,-117.13,OFF,Bactrocera dorsalis,Pomegranate,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,862.790514809529,1.38,12.2,0.02
582,167,RS0P70005261,2023-12-12,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Orange,,2.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,McPhail,,,,,,,891.2046648234979,1.43,13.4,0.02
583,166,RS0P70005262,2023-12-12,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,857.7889664785721,1.37,7.2,0.01
584,165,RS0P70005263,2023-12-12,,2024,Redlands,San Bernardino,CA,34.05,-117.18,OFF,Bactrocera dorsalis,Plum,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,891.2046648234979,1.43,6.98,0.01
585,164,RS0P70005259,2023-12-11,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,884.2214531922428,1.41,6.41,0.01
586,163,RS0P70005257,2023-12-11,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Olive,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,814.238370960713,1.3,5.95,0.01
587,162,RS0P70005258,2023-12-11,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Olive,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,814.238370960713,1.3,5.95,0.01
588,161,RS0P70005256,2023-12-11,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,850.590916933284,1.36,6.09,0.01
589,160,RS0P70005255,2023-12-11,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,814.238370960713,1.3,5.95,0.01
590,159,RS0P70005254,2023-12-11,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,2.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,850.590916933284,1.36,6.09,0.01
591,158,RS0P70005252,2023-12-11,,2024,Redlands,San Bernardino,CA,34.07,-117.19,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,933.9062198224434,1.49,6.6,0.01
592,157,RS0P70005253,2023-12-11,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,884.2214531922428,1.41,6.41,0.01
593,156,RS0P70005251,2023-12-11,,2024,Yucaipa,San Bernardino,CA,34.02,-117.09,OFF,Bactrocera dorsalis,Peach,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,783.2087832623574,1.25,5.57,0.01
594,155,RS0P70005260,2023-12-11,,2024,Redlands,San Bernardino,CA,34.03,-117.18,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,884.2214531922428,1.41,26.22,0.04
595,154,RS0P70005250,2023-12-07,,2024,Redlands,San Bernardino,CA,34.06,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,833.4274950437322,1.33,26.4,0.04
520,229,RS0P70005249,2023-12-05,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,781.1481589155903,1.25,12.64,0.02
521,228,RS0P70005248,2023-12-05,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Tangerine,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,781.1481589155903,1.25,8.34,0.01
522,227,RS0P70005247,2023-12-05,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,813.0489657505517,1.3,8.85,0.01
519,230,RS8P50025007,2023-12-04,,2024,Yucaipa,San Bernardino,CA,34.02,-117.09,OFF,Bactrocera dorsalis,Peach,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,4/5/2024,6/4/2024,7/16/2024,,744.3115895095796,1.19,4.18,0.01
523,226,RS0P70005246,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
524,225,RS0P70005245,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
525,224,RS0P70005244,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Citrus spp.,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
526,223,RS0P70005243,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,3.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
527,222,RS0P70005242,2023-12-04,,2024,Redlands,San Bernardino,CA,34.05,-117.16,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
528,221,RS0P70005241,2023-12-04,,2024,Redlands,San Bernardino,CA,34.07,-117.22,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,885.4488246210691,1.42,5.03,0.01
529,220,RS0P70005240,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Tangerine,2.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
530,219,RS0P70005239,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
531,218,RS0P70005238,2023-12-04,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,772.810559638094,1.24,4.3,0.01
532,217,RS0P70005237,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Asian Pear,,2.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,807.0265040624879,1.29,4.34,0.01
533,216,RS0P70005236,2023-12-04,,2024,Redlands,San Bernardino,CA,34.05,-117.17,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,838.4482471950924,1.34,4.51,0.01
534,215,RS0P70005235,2023-12-04,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,772.810559638094,1.24,4.3,0.01
535,214,RS0P70005234,2023-12-04,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Shade Tree,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,772.810559638094,1.24,4.3,0.01
536,213,RS0P70005233,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,807.0265040624879,1.29,4.34,0.01
537,212,RS0P70005232,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,807.0265040624879,1.29,20.89,0.03
538,211,RS0P70005231,2023-12-04,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,772.810559638094,1.24,4.3,0.01
539,210,RS0P70005230,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,2.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,807.0265040624879,1.29,4.34,0.01
540,209,RS0P70005229,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,,2.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,807.0265040624879,1.29,4.34,0.01
541,208,RS0P70005228,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,807.0265040624879,1.29,4.34,0.01
542,207,RS0P70005227,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1.0,4.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,838.4482471950924,1.34,4.51,0.01
543,206,RS0P70005226,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lime,,,,1.0,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,838.4482471950924,1.34,4.51,0.01
544,205,RS0P70005225,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1.0,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,838.4482471950924,1.34,4.51,0.01
545,204,RS0P70005223,2023-12-04,,2024,Yucaipa,San Bernardino,CA,34.03,-117.07,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,766.9107534135693,1.23,4.09,0.01
546,203,RS0P70005224,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
547,202,RS0P70005221,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Shade Tree,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
548,201,RS0P70005222,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Shade Tree,2.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
549,200,RS0P70005219,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
550,199,RS0P70005218,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade Tree,4.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
551,198,RS0P70005216,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,3.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
552,197,RS0P70005217,2023-12-04,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
553,196,RS0P70005220,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,838.4482471950924,1.34,4.51,0.01
554,195,RS0P70005214,2023-12-04,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,772.810559638094,1.24,4.3,0.01
555,194,RS0P70005215,2023-12-04,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,772.810559638094,1.24,4.3,0.01
556,193,RS0P70005212,2023-12-04,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,772.810559638094,1.24,4.3,0.01
557,192,RS0P70005213,2023-12-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,807.0265040624879,1.29,4.34,0.01
558,191,RS0P70005211,2023-12-04,,2024,Redlands,San Bernardino,CA,34.06,-117.2,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,848.6197768210737,1.36,4.61,0.01
559,190,RS0P70005206,2023-11-29,,2024,Redlands,San Bernardino,CA,34.05,-117.16,OFF,Bactrocera dorsalis,Olive,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,820.6064970993848,1.31,5.6,0.01
560,189,RS0P70005207,2023-11-29,,2024,Riverside,Riverside,CA,33.94,-117.38,OFF,Bactrocera dorsalis,Persimmon,,1.0,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,,883.5022269743356,1.41,12.88,0.02
561,188,RS0P70005205,2023-11-28,,2024,Riverside,Riverside,CA,33.96,-117.34,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,882.7669875199377,1.41,6.13,0.01
562,187,RS0P70005204,2023-11-28,,2024,Riverside,Riverside,CA,34.95,-117.34,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,2 - Medium,24CA-E03-F05,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,,705.2788759350474,1.13,22.61,0.04
490,259,RS0P70005203,2023-11-21,,2024,San Bernardino,San Bernardino,CA,34.11,-117.32,OFF,Bactrocera dorsalis,Guava,,1.0,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,3/31/2024,5/31/2024,7/11/2024,,820.0620641708374,1.31,7.5,0.01
491,258,RS0P70005202,2023-11-21,,2024,Redlands,San Bernardino,CA,34.05,-117.18,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,774.81196641922,1.24,13.26,0.02
492,257,RS0P70005155,2023-11-20,,2024,Redlands,San Bernardino,CA,34.05,-117.12,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,742.8290919128631,1.19,5.58,0.01
493,256,RS0P70005158,2023-11-20,,2024,Yucaipa,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Citrus spp.,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,742.8290919128631,1.19,5.58,0.01
494,255,RS0P70005126,2023-11-20,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,712.3182906163764,1.14,5.07,0.01
495,254,RS0P70005127,2023-11-20,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,712.3182906163764,1.14,5.07,0.01
496,253,RS0P70005128,2023-11-20,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,712.3182906163764,1.14,5.07,0.01
497,252,RS0P70005129,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Citrus spp.,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,768.0539665222168,1.23,6.5,0.01
498,251,RS0P70005130,2023-11-20,,2024,Redlands,San Bernardino,CA,34.05,-117.2,OFF,Bactrocera dorsalis,Persimmon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,775.6914070930502,1.24,6.91,0.01
499,250,RS0P70005153,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,,742.8290919128631,1.19,5.58,0.01
500,249,RS0P70005154,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,742.8290919128631,1.19,26.21,0.04
501,248,RS0P70005156,2023-11-20,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,768.0539665222168,1.23,6.5,0.01
502,247,RS0P70005157,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,742.8290919128631,1.19,5.58,0.01
503,246,RS0P70005159,2023-11-20,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Mexican Guava,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,712.3182906163764,1.14,5.07,0.01
504,245,RS0P70005160,2023-11-20,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,712.3182906163764,1.14,5.07,0.01
505,244,RS0P70005201,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Citrus spp.,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,768.0539665222168,1.23,6.5,0.01
506,243,RS0P70005164,2023-11-20,,2024,San Bernardino,San Bernardino,CA,34.14,-117.25,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,819.6193175315857,1.31,7.9,0.01
507,242,RS0P70005165,2023-11-20,,2024,San Bernardino,San Bernardino,CA,34.13,-117.28,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,813.4101643562317,1.3,8.22,0.01
508,241,RS0P70005166,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,,742.8290919128631,1.19,5.58,0.01
509,240,RS0P70005169,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,,768.0539665222168,1.23,6.5,0.01
510,239,RS0P70005167,2023-11-20,,2024,Redlands,San Bernardino,CA,34.45,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,,,1.0,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,,573.8876993426296,0.92,2.8,0.0
511,238,RS0P70005168,2023-11-20,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,,742.8290919128631,1.19,5.58,0.01
512,237,RS0P70005170,2023-11-20,,2024,Redlands,San Bernardino,CA,34.05,-117.14,OFF,Bactrocera dorsalis,Tangerine,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,,742.8290919128631,1.19,5.58,0.01
513,236,RS0P70005190,2023-11-17,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,,745.8908166885376,1.19,14.23,0.02
514,235,RS0P70005161,2023-11-17,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,,745.8908166885376,1.19,6.4,0.01
