,Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes,DD_from_first_detection,gen_from_first_detection,DD_from_last_detection,gen_from_last_detection
208,541,RS8P50025026,2023-09-26,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Olive,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,142.1976923942566,0.23,12.26,0.02
209,540,RS8P50025023,2023-09-26,,2023,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,144.37019062042236,0.23,12.81,0.02
210,539,RS8P50025025,2023-09-26,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,144.37019062042236,0.23,12.81,0.02
211,538,RS0P06731338,2023-09-26,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,144.37019062042236,0.23,12.81,0.02
212,537,RS0P06731337,2023-09-26,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,142.1976923942566,0.23,12.26,0.02
213,536,RS8P50025021,2023-09-26,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,144.37019062042236,0.23,12.81,0.02
214,535,RS8P50025024,2023-09-26,,2023,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,151.27039241790771,0.24,12.96,0.02
215,534,RS8P50025027,2023-09-26,,2023,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Shade tree,,,1.0,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,McPhail,,,,,,,144.37019062042236,0.23,12.81,0.02
216,533,RS0P06738052,2023-09-25,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,129.93799257278442,0.21,42.47,0.07
217,532,RS0P06738054,2023-09-25,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,129.93799257278442,0.21,12.59,0.02
218,531,RS0P06738053,2023-09-25,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,129.93799257278442,0.21,12.59,0.02
219,530,RS0P06738057,2023-09-25,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,13.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,131.56369161605835,0.21,13.01,0.02
220,529,RS0P06738055,2023-09-25,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,3.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,131.56369161605835,0.21,13.01,0.02
221,528,RS0P06738056,2023-09-25,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,129.93799257278442,0.21,12.59,0.02
222,527,RS0P06738058,2023-09-25,,2023,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,138.3112931251526,0.22,13.3,0.02
223,526,RS0P06731335,2023-09-25,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,9.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,131.56369161605835,0.21,13.01,0.02
224,525,RS0P06731336,2023-09-25,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,129.93799257278442,0.21,12.59,0.02
225,524,RS0P06738051,2023-09-22,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,3.0,,,,,Adult,Quarantine,2 - High,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,95.81119394302368,0.15,18.53,0.03
226,523,RS0P06738050,2023-09-21,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,23CA-E12-F03,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,87.46684503555298,0.14,20.32,0.03
227,522,RS8P50025012,2023-09-20,,2023,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,2.0,,,,,Adult,Quarantine,,23CA-E12-F02,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,77.93334436416626,0.12,20.23,0.03
457,292,RS8P50025011,2023-09-19,,2023,Calimesa,Riverside,CA,34.0,-117.03,OFF,Bactrocera dorsalis,Loquat,1.0,,,,,Adult,Quarantine,,23CA-E11-F04,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,11/10/2023,3/18/2024,5/24/2024,,62.73259735107422,0.1,19.56,0.03
458,291,RS8P50025010,2023-09-19,,2023,Calimesa,Riverside,CA,33.98,-117.04,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,23CA-E11-F03,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,,62.73259735107422,0.1,8.97,0.01
459,290,RS8P50025004,2023-09-18,,2023,Calimesa,Riverside,CA,34.0,-117.02,OFF,Bactrocera dorsalis,Loquat,1.0,,,,,Adult,Quarantine,,23CA-E11-F02,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,11/1/2023,2/26/2024,5/15/2024,,52.895397663116455,0.08,52.9,0.08
460,289,RS8P50025008,2023-09-14,,2023,Calimesa,Riverside,CA,33.99,-117.05,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,23CA-E11-F01,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,,0.0,0.0,,
617,132,SJ0P06501752,2023-08-25,,2023,Sunnyvale,Santa Clara,CA,37.37,-122.0,OFF,Bactrocera dorsalis,Pear,1.0,,,,,Adult,Quarantine,,,23CA-CLA01.01,23CA-CLA01.01,Jackson,,,10/15/2023,2/3/2024,5/16/2024,,487.59127473831177,0.78,33.15,0.05
618,131,SJ0P06501751,2023-08-25,,2023,Santa Clara,Santa Clara,CA,37.36,-121.99,OFF,Bactrocera dorsalis,Lemon,,1.0,,,,Adult,Quarantine,,,23CA-CLA01.01,23CA-CLA01.01,McPhail,,,,,,,487.59127473831177,0.78,15.46,0.02
619,130,SJ0P06501750,2023-08-24,,2023,Sunnyvale,Santa Clara,CA,37.37,-122.0,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,2 - High,23CA-E05-F06,23CA-CLA01.01,23CA-CLA01.01,Jackson,,,,,,,472.1341757774353,0.76,32.79,0.05
620,129,SJ0P06501749,2023-08-24,,2023,Sunnyvale,Santa Clara,CA,37.37,-122.0,OFF,Bactrocera dorsalis,Pear,1.0,,,,,Adult,Quarantine,,23CA-E05-F05,23CA-CLA01.01,23CA-CLA01.01,Jackson,,,,,,,472.1341757774353,0.76,17.69,0.03
621,128,SJ0P06501748,2023-08-23,,2023,Sunnyvale,Santa Clara,CA,37.37,-122.0,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,23CA-E05-F04,23CA-CLA01.01,23CA-CLA01.01,Jackson,,,,,,,454.4417767524719,0.73,46.01,0.07
622,127,SJ0P06501737,2023-08-21,,2023,Santa Clara,Santa Clara,CA,37.39,-121.96,OFF,Bactrocera dorsalis,Plum,1.0,,,,,Adult,Quarantine,,23CA-E05-F03,23CA-CLA01.01,23CA-CLA01.01,Jackson,,,,,,,438.0525345802307,0.7,193.78,0.31
623,126,SJ0P06501735,2023-08-09,,2023,Santa Clara,Santa Clara,CA,37.36,-121.98,OFF,Bactrocera dorsalis,Plum,1.0,,,,,Adult,Quarantine,,23CA-E05-F02,23CA-CLA01.01,23CA-CLA01.01,Jackson,,,9/24/2023,12/24/2023,5/5/2024,,250.05863761901855,0.4,250.06,0.4
624,125,Sj0P06501730,2023-07-21,,2023,Santa Clara,Santa Clara,CA,37.34,-121.99,OFF,Bactrocera dorsalis,Apricot,,1.0,,,,Adult,Quarantine,,23CA-E05-F01,23CA-CLA01.01,23CA-CLA01.01,McPhail,,,9/1/2023,10/22/2023,3/19/2024,,0.0,0.0,,
625,124,070P06619671,2023-10-20,,2024,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,Jackson,,,3/9/2024,5/27/2024,7/10/2024,,753.7806749343872,1.21,196.15,0.31
626,123,070P06619669,2023-10-06,,2024,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Ornamental Pear,,1.0,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,McPhail,,,2/10/2024,5/17/2024,7/4/2024,,574.0779824256897,0.92,369.39,0.59
627,122,070P06619670,2023-10-06,,2024,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,McPhail,,,,,,,574.0779824256897,0.92,16.45,0.03
628,121,SJ0P06743150,2023-09-08,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Nectarine,,,,,4.0,Larva,Quarantine,2 - Moderate,,23CA-CON01.01,23CA-CON01.01,,,,,,,,217.84584522247314,0.35,40.1,0.06
629,120,070P50000873,2023-09-06,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,Jackson,,,11/1/2023,4/7/2024,6/8/2024,,191.57979583740234,0.31,27.47,0.04
630,119,070P50000872,2023-09-05,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Grapefruit,2.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,Jackson,,,,,,,177.75014638900757,0.28,81.44,0.13
631,118,070P50000870,2023-09-05,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,Jackson,,,,,,,177.75014638900757,0.28,13.64,0.02
632,117,070P50000871,2023-09-05,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Crepe-myrtle,1.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,Jackson,,,,,,,177.75014638900757,0.28,13.64,0.02
633,116,070P50001149,2023-08-31,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Ornamental Pear,1.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,McPhail,,,,,,,114.63874864578247,0.18,35.46,0.06
634,115,070P50001120,2023-08-30,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Crepe-myrtle,1.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,Jackson,,,10/17/2023,3/13/2024,5/29/2024,,96.30919885635376,0.15,34.22,0.05
635,114,070P50001119,2023-08-30,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-CON01.01,23CA-CON01.01,Jackson,,,,,,,96.30919885635376,0.15,17.13,0.03
636,113,070P50001118,2023-08-29,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Crepe-myrtle,1.0,,,,,Adult,Quarantine,,23CA-E08-F05,23CA-CON01.01,23CA-CON01.01,Jackson,,,,,,,79.18134927749634,0.13,32.65,0.05
637,112,070P06223435,2023-08-28,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,2 - Moderate,23CA-E08-F04,23CA-CON01.01,23CA-CON01.01,OFF,,,,,,,62.08489942550659,0.1,62.08,0.1
638,111,070P50001117,2023-08-28,,2023,Brentwood,Contra Costa,CA,37.96,-121.73,OFF,Bactrocera dorsalis,Crepe-myrtle,1.0,,,,,Adult,Quarantine,,23CA-E08-F03,23CA-CON01.01,23CA-CON01.01,Jackson,,,,,,,62.08489942550659,0.1,15.55,0.02
639,110,070P06619668,2023-08-28,,2023,Brentwood,Contra Costa,CA,37.96,-121.72,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,23CA-E08-F02,23CA-CON01.01,23CA-CON01.01,Jackson,,,,,,,60.32359743118286,0.1,15.02,0.02
640,109,070P50001276,2023-08-25,,2023,Brentwood,Contra Costa,CA,37.96,-121.72,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,23CA-E08-F01,23CA-CON01.01,23CA-CON01.01,OFF,,,,,,,0.0,0.0,,
641,108,MV1P06171283,2023-09-20,,2023,Sacramento,Sacramento,CA,38.59,-121.32,OFF,Bactrocera dorsalis,Fig,,1.0,,,,Adult,Quarantine,,,23CA-SAC01.01,23CA-SAC01.01,Jackson,,,11/17/2023,4/4/2024,6/2/2024,,123.24904489517212,0.2,37.54,0.06
642,107,MV1P06171282,2023-09-20,,2023,Rancho Cordova,Sacramento,CA,38.59,-121.31,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-SAC01.01,23CA-SAC01.01,Jackson,,,,,,,123.24904489517212,0.2,12.94,0.02
643,106,MV1P06171281,2023-09-18,,2023,Sacramento,Sacramento,CA,38.59,-121.33,OFF,Bactrocera dorsalis,Pear,1.0,,,,,Adult,Quarantine,,,23CA-SAC01.01,23CA-SAC01.01,Jackson,,,,,,,97.46884536743164,0.16,52.91,0.08
644,105,340P06823256,2023-09-15,,2023,Rancho Cordova,Sacramento,CA,38.58,-121.32,OFF,Bactrocera dorsalis,Fig,6.0,,,,,Adult,Quarantine,,23CA-E10-F06,23CA-SAC01.01,23CA-SAC01.01,Jackson,,,,,,,59.62239742279053,0.1,59.62,0.1
645,104,MV1P06116414,2023-09-12,,2023,Sacramento,Sacramento,CA,38.58,-121.38,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,,23CA-SAC01.01,23CA-SAC01.01,Jackson,,,,,,,0.0,0.0,,
646,103,AM0P50055028,2024-12-26,,2025,Fremont,Alameda,CA,37.54,-122.0,Medfly,Ceratitis capitata,Apple,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
647,102,AM0P50055027,2024-12-19,,2025,Fremont,Alameda,CA,37.53,-122.0,Medfly,Ceratitis capitata,Persimmon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
648,101,SJ0P06743179,2024-12-05,,2025,Fremont,Alameda,CA,37.53,-121.97,Medfly,Ceratitis capitata,Orange,,,,,1.0,Larva,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,,,,,,,,,,,
649,100,AM0P50055025,2024-12-05,,2025,Fremont,Alameda,CA,37.51,-121.92,Medfly,Ceratitis capitata,Apple,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,5/17/2025,7/5/2025,8/12/2025,,,,,
650,99,AM0P50055024,2024-12-05,,2025,Fremont,Alameda,CA,37.52,-121.96,Medfly,Ceratitis capitata,Apple,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
651,98,AM0P50055023,2024-11-29,,2025,Union City,Alameda,CA,37.6,-122.02,Medfly,Ceratitis capitata,Orange,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
652,97,AM0P50055022,2024-11-20,,2025,Fremont,Alameda,CA,37.54,-121.95,Medfly,Ceratitis capitata,Persimmon,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,Specimen decomposed - mated status undetermined,,,,
653,96,AM0P50055021,2024-11-20,,2025,Fremont,Alameda,CA,37.54,-121.95,Medfly,Ceratitis capitata,Lemon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
654,95,AM0P50055018,2024-11-14,,2025,Fremont,Alameda,CA,37.52,-121.96,Medfly,Ceratitis capitata,Calamondin,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
655,94,AM0P06255449,2024-11-13,,2025,Fremont,Alameda,CA,37.52,-121.97,Medfly,Ceratitis capitata,Orange,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
656,93,AM0P50055017,2024-11-13,,2025,Fremont,Alameda,CA,37.52,-121.96,Medfly,Ceratitis capitata,Apple,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
657,92,AM0P50055558,2024-10-31,,2025,Newark,Alameda,CA,37.53,-122.01,Medfly,Ceratitis capitata,Grapefruit,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Jackson,,,,,,,,,,
660,89,AM0P50055557,2024-10-31,,2025,Fremont,Alameda,CA,37.52,-121.96,Medfly,Ceratitis capitata,Persimmon,,1.0,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
658,91,AM0P50055555,2024-10-30,,2025,Newark,Alameda,CA,37.54,-122.05,Medfly,Ceratitis capitata,Persimmon,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
659,90,AM0P50055539,2024-10-30,,2025,Fremont,Alameda,CA,37.53,-121.97,Medfly,Ceratitis capitata,Apple,1.0,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
661,88,AM0P50055556,2024-10-30,,2025,Fremont,Alameda,CA,37.53,-121.98,Medfly,Ceratitis capitata,Fig,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
662,87,AM0P50055554,2024-10-30,,2025,Fremont,Alameda,CA,37.52,-121.96,Medfly,Ceratitis capitata,Calamondin,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
663,86,AM0P50055540,2024-10-30,,2025,Fremont,Alameda,CA,37.54,-121.97,Medfly,Ceratitis capitata,Apple,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
664,85,AM0P50055538,2024-10-30,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Calamondin,,,2.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
665,84,AM0P50055014,2024-10-28,,2025,Fremont,Alameda,CA,37.54,-121.95,Medfly,Ceratitis capitata,Lemon,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
666,83,AM0P50055016,2024-10-28,,2025,Fremont,Alameda,CA,37.56,-121.95,Medfly,Ceratitis capitata,Persimmon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
667,82,AM0P50055015,2024-10-28,,2025,Fremont,Alameda,CA,37.52,-121.92,Medfly,Ceratitis capitata,Lemon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
668,81,AM0P50055013,2024-10-28,,2025,Fremont,Alameda,CA,37.54,-121.99,Medfly,Ceratitis capitata,Apple,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
669,80,SJ0P06743200,2024-10-25,,2025,Fremont,Alameda,CA,37.53,-121.97,Medfly,Ceratitis capitata,Orange,,,,,2.0,Larva,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,,,,,,,,,,,
670,79,AM0P50055012,2024-10-24,,2025,Fremont,Alameda,CA,37.53,-121.95,Medfly,Ceratitis capitata,Avocado,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,4/24/2025,6/23/2025,8/1/2025,,,,,
671,78,AM0P50055011,2024-10-24,,2025,Fremont,Alameda,CA,37.52,-121.95,Medfly,Ceratitis capitata,Orange,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
672,77,AM0P50055010,2024-10-23,,2025,Fremont,Alameda,CA,37.53,-121.97,Medfly,Ceratitis capitata,Apple,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
673,76,AM0P50055009,2024-10-23,,2025,Fremont,Alameda,CA,37.52,-121.97,Medfly,Ceratitis capitata,Jujube,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
674,75,AM0P50055008,2024-10-23,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Calamondin,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
675,74,AM0P50055007,2024-10-18,,2025,Fremont,Alameda,CA,37.5,-121.93,Medfly,Ceratitis capitata,Apple,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
676,73,SJ0P06743198,2024-10-17,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Orange,,,,,13.0,Larva,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,,,,,,,,,,,
677,72,AM0P50055006,2024-10-17,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Orange,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
678,71,AM0P50055005,2024-10-17,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Lemon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
679,70,AM0P50055004,2024-10-17,,2025,Fremont,Alameda,CA,37.53,-121.97,Medfly,Ceratitis capitata,Grapefruit,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
680,69,AM0P50055003,2024-10-17,,2025,Fremont,Alameda,CA,37.54,-121.97,Medfly,Ceratitis capitata,Lemon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
681,68,AM0P50055002,2024-10-17,,2025,Fremont,Alameda,CA,37.52,-121.95,Medfly,Ceratitis capitata,Orange,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
682,67,AM0P50055001,2024-10-16,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Apple,1.0,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,McPhail,,,,,,,,,,
683,66,AM0P50055546,2024-10-10,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Shade Tree,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
684,65,AM0P50055537,2024-10-10,,2025,Fremont,Alameda,CA,37.52,-121.97,Medfly,Ceratitis capitata,Lemon,2.0,,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
685,64,AM0P50055553,2024-10-10,,2025,Fremont,Alameda,CA,37.52,-121.95,Medfly,Ceratitis capitata,Shade Tree,1.0,,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,3/18/2025,6/11/2025,7/22/2025,,,,,
686,63,AM0P50055552,2024-10-10,,2025,Fremont,Alameda,CA,37.52,-121.95,Medfly,Ceratitis capitata,Apple,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
687,62,AM0P50055550,2024-10-10,,2025,Fremont,Alameda,CA,37.54,-121.95,Medfly,Ceratitis capitata,Persimmon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
688,61,AM0P50055549,2024-10-10,,2025,Fremont,Alameda,CA,37.54,-121.96,Medfly,Ceratitis capitata,Citrus,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
689,60,AM0P50055545,2024-10-10,,2025,Fremont,Alameda,CA,37.53,-121.96,Medfly,Ceratitis capitata,Lemon,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
690,59,AM0P50055536,2024-10-10,,2025,Fremont,Alameda,CA,37.51,-121.96,Medfly,Ceratitis capitata,Fig,1.0,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
691,58,AM0P50055535,2024-10-10,,2025,Fremont,Alameda,CA,37.51,-121.97,Medfly,Ceratitis capitata,Orange,,1.0,,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
692,57,AM0P50055551,2024-10-10,,2025,Fremont,Alameda,CA,37.51,-121.95,Medfly,Ceratitis capitata,Jujube,,,1.0,,,Adult,Quarantine,1 - High,,24CA-ALA01.01,24CA-ALA01.01,Multilure,,,,,,,,,,
